company_name,country,hall,booth,brands,representatives,source_page_url,source_record_url
3B DİZAYN BİLGİSAYAR MAKİNA KALIP MODEL TAS. SAN. VE TİC. LTD. ŞTİ.,Türki̇ye,12,1220 A,TopSolid TÜRKİYE,TopSolid SAS,https://www.maktekfuari.com/en/exhibitor-list,https://www.maktekfuari.com/en/brand/3b-dizayn-bilgisayar-makina-kalip-model-tas-san-ve-tic-ltd-sti
3D Lab Sp. z o.o.,Poland,9,905A,,,https://www.maktekfuari.com/en/exhibitor-list,https://www.maktekfuari.com/en/brand/3d-lab-sp-z-oo
3D TEKNO MARKET ANONIM SIRKETI,Türki̇ye,11A,23,,,https://www.maktekfuari.com/en/exhibitor-list,https://www.maktekfuari.com/en/brand/3d-tekno-market-anonim-sirketi
5T5 MAKİNA SAN VE TİC AŞ,Türki̇ye,12A,37,Bodor Laser,,https://www.maktekfuari.com/en/exhibitor-list,https://www.maktekfuari.com/en/brand/5t5-makina-san-ve-tic-as
A-RYUNG,South Korea,9,906,,,https://www.maktekfuari.com/en/exhibitor-list,https://www.maktekfuari.com/en/brand/a-ryung
ABBA TEKNOLOJİ YAZILIM HİZMETLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Türki̇ye,12,1220B,,GO2CAM INTERNATIONAL,https://www.maktekfuari.com/en/exhibitor-list,https://www.maktekfuari.com/en/brand/abba-teknoloji-yazilim-hizmetleri-sanayi-ve-ticaret-limited-sirketi
Aberlink,İngi̇ltere,11,1121,,,https://www.maktekfuari.com/en/exhibitor-list,https://www.maktekfuari.com/en/brand/aberlink
ABKTEKNİK İMALAT VE MÜH ÇÖZÜMLERİ LTD.ŞTİ,Türki̇ye,12,1217,,,https://www.maktekfuari.com/en/exhibitor-list,https://www.maktekfuari.com/en/brand/abkteknik-imalat-ve-muh-cozumleri-ltdsti
ABM - ADVANCED BEARING,Tayvan,6,622,,,https://www.maktekfuari.com/en/exhibitor-list,https://www.maktekfuari.com/en/brand/abm-advanced-bearing
ABM MAKİNE SAN. VE TİC. A.Ş.,Türki̇ye,12,1228,,,https://www.maktekfuari.com/en/exhibitor-list,https://www.maktekfuari.com/en/brand/abm-makine-san-ve-tic-as
Accretech,Germany,11,1121,,,https://www.maktekfuari.com/en/exhibitor-list,https://www.maktekfuari.com/en/brand/accretech
"AccuteX Technologies Co.,Ltd",Tayvan,5,512,,,https://www.maktekfuari.com/en/exhibitor-list,https://www.maktekfuari.com/en/brand/accutex-technologies-coltd
"ACCUWAY MACHINERY CO., LTD.",Tayvan,12,1226,,,https://www.maktekfuari.com/en/exhibitor-list?page=2,https://www.maktekfuari.com/en/brand/accuway-machinery-co-ltd
ADDVALUE EKLEMELI IMALAT VE MAKINA ROBOT SISTEMLERI SANAYI VE TICARET LIMITED SIRKETI,Türki̇ye,9,922,,,https://www.maktekfuari.com/en/exhibitor-list?page=2,https://www.maktekfuari.com/en/brand/addvalue-eklemeli-imalat-ve-makina-robot-sistemleri-sanayi-ve-ticaret-limited-sirketi
ADELBERT HAAS GMBH,Germany,5,503 B,,,https://www.maktekfuari.com/en/exhibitor-list?page=2,https://www.maktekfuari.com/en/brand/adelbert-haas-gmbh
ADH MACHINE TOOLS,China,11A,01,,,https://www.maktekfuari.com/en/exhibitor-list?page=2,https://www.maktekfuari.com/en/brand/adh-machine-tools
ADİL MAKİNA SAN.VE TİC.N ADİL ÜNAL,Türki̇ye,7,714,,FAIR FRIEND ENT.CO.LTD MACHINE TOOL DIVISION,https://www.maktekfuari.com/en/exhibitor-list?page=2,https://www.maktekfuari.com/en/brand/adil-makina-sanve-ticn-adil-unal
ADİL TESTERE MAKİNE A.Ş.,Türki̇ye,1,107,Eberle,J.N. Eberle Cie. GmbH,https://www.maktekfuari.com/en/exhibitor-list?page=2,https://www.maktekfuari.com/en/brand/adil-testere-makine-as
ADLER MAKİNA METAL İŞLEME SAN. VE TİC. A.Ş.,Türki̇ye,2,225A,ADLER,"MUBEA TELLERFEDERN GMBH, STARRETT IND&COM LTDA",https://www.maktekfuari.com/en/exhibitor-list?page=2,https://www.maktekfuari.com/en/brand/adler-makina-metal-isleme-san-ve-tic-as
ADVENTECH,Tayvan,6,602,,,https://www.maktekfuari.com/en/exhibitor-list?page=2,https://www.maktekfuari.com/en/brand/adventech
AFC Hartmetall,Germany,11,1180,,,https://www.maktekfuari.com/en/exhibitor-list?page=2,https://www.maktekfuari.com/en/brand/afc-hartmetall
AFLB TAURING,Italy,11A,17,,,https://www.maktekfuari.com/en/exhibitor-list?page=2,https://www.maktekfuari.com/en/brand/aflb-tauring
AGATHON AG,Switzerland,2,217,,,https://www.maktekfuari.com/en/exhibitor-list?page=2,https://www.maktekfuari.com/en/brand/agathon-ag
AGMACHINE TECHNO CO.LTD,Tayvan,7,715,,,https://www.maktekfuari.com/en/exhibitor-list?page=2,https://www.maktekfuari.com/en/brand/agmachine-techno-coltd
AGP ENERJİ MÜH. İNŞ. TAAH. SAN. VE TİC. A.Ş.,Türki̇ye,9,912,"AGP, AGP",,https://www.maktekfuari.com/en/exhibitor-list?page=3,https://www.maktekfuari.com/en/brand/agp-enerji-muh-ins-taah-san-ve-tic-as
AIRON ENDÜSTRİ MAKİNA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Türki̇ye,12A,43,,,https://www.maktekfuari.com/en/exhibitor-list?page=3,https://www.maktekfuari.com/en/brand/airon-endustri-makina-sanayi-ve-ticaret-limited-sirketi
AJANS ORGANİZE KAMURAN TECİMEN,Türki̇ye,SalonNo,StandNo,,,https://www.maktekfuari.com/en/exhibitor-list?page=3,https://www.maktekfuari.com/en/brand/ajans-organize-kamuran-tecimen
AJANSMİK FUARCILIK VE MEDYA HİZMETLERİ LİMİTED ŞİRKETİ,Türki̇ye,SalonNo,StandNo,AJANSMİK FUARCILIK VE MEDYA HİZMETLERİ LTD. ŞTİ.,,https://www.maktekfuari.com/en/exhibitor-list?page=3,https://www.maktekfuari.com/en/brand/ajansmik-fuarcilik-ve-medya-hizmetleri-limited-sirketi
AK AKSÜT MAKİNA METAL İNŞ. TEKS. OTO. PET. ÜRÜN. TİC. VE SAN. LTD. ŞTİ.,Türki̇ye,1,113,,,https://www.maktekfuari.com/en/exhibitor-list?page=3,https://www.maktekfuari.com/en/brand/aksut-makina-metal-ins-teks-oto-pet-urun-tic-ve-san-ltd-sti
AK MAKİNA SAN VE TİC LTD ŞTİ,Türki̇ye,8,805,,"AKIRA SEIKI CO, LTD, KAO FONG MACHINERY CO, LTD, PALMARY MACHINERY CO. LTD, HARTECH, HYUNDAI ROBOTICS, HANWA SEMITECH, HYUNDAI WIA CORPORATION, AXILE, ZOPO",https://www.maktekfuari.com/en/exhibitor-list?page=3,https://www.maktekfuari.com/en/brand/ak-makina-san-ve-tic-ltd-sti
AKBAL MAKİNA END.SAN. VE DIŞ TİC.LTD.ŞTİ.,Türki̇ye,5,506,Mastertech,HCM,https://www.maktekfuari.com/en/exhibitor-list?page=3,https://www.maktekfuari.com/en/brand/akbal-makina-endsan-ve-dis-ticltdsti
AKERMAK TEKNİK HIRDAVAT VE ENDÜSTRİYEL ÜRÜNLERİ SAN. VE TİC. A. Ş.,Türki̇ye,11,1158,"AKERMAK, DAITECH MOLD, HUTTOOLS","QUIRI HYDROMECANIQUE, LUBO, FRATELLİ VERGNANO S.R.L., SILMAX, SWISS TOOL SYSTEMS AG, GEBRÜDER EBERHARD GMBH & CO.KG, PUNCH INDUSTRY, WIDIA, KTA SPINDLE TOOLING",https://www.maktekfuari.com/en/exhibitor-list?page=3,https://www.maktekfuari.com/en/brand/akermak-teknik-hirdavat-ve-endustriyel-urunleri-san-ve-tic-a-s
"AKIRA SEIKI CO, LTD",Tayvan,8,805,,,https://www.maktekfuari.com/en/exhibitor-list?page=3,https://www.maktekfuari.com/en/brand/akira-seiki-co-ltd
AKKO MAKINA SAN. VE TIC. A.Ş.,Türki̇ye,11,1145,,,https://www.maktekfuari.com/en/exhibitor-list?page=3,https://www.maktekfuari.com/en/brand/akko-makina-san-ve-tic-as
AKTİF KESİCİ TAKIM HIRDAVAT MAK. SAN. TİC. LTD. ŞTİ.,Türki̇ye,11,1152,,BLASER SWİSSLUBE,https://www.maktekfuari.com/en/exhibitor-list?page=3,https://www.maktekfuari.com/en/brand/aktif-kesici-takim-hirdavat-mak-san-tic-ltd-sti
AKYAPAK MAKİNA SANAYİ TİCARET A. Ş.,Türki̇ye,3,316,,,https://www.maktekfuari.com/en/exhibitor-list?page=3,https://www.maktekfuari.com/en/brand/akyapak-makina-sanayi-ticaret-a-s
AL ALTAN MAKİNA HIR. SAN TİC A.Ş.,Türki̇ye,11,1141,,,https://www.maktekfuari.com/en/exhibitor-list?page=4,https://www.maktekfuari.com/en/brand/altan-makina-hir-san-tic-as
Alberti,Italy,11,1117,,,https://www.maktekfuari.com/en/exhibitor-list?page=4,https://www.maktekfuari.com/en/brand/alberti
"Alex-Tech Machinery Industrial Co., Ltd.",Tayvan,8,810,,,https://www.maktekfuari.com/en/exhibitor-list?page=4,https://www.maktekfuari.com/en/brand/alex-tech-machinery-industrial-co-ltd
ALFAMAK KALIP ELEMANLARI MAKİNA SAN. TİC. LTD. ŞTİ.,Türki̇ye,11,1130A,"ALFAMAK, ALFAMAK",,https://www.maktekfuari.com/en/exhibitor-list?page=4,https://www.maktekfuari.com/en/brand/alfamak-kalip-elemanlari-makina-san-tic-ltd-sti
ALFLETH ENGINEERING AG,Switzerland,9,904F,,"FEHLMANN AG MASCHINENFABRIK, DELTA Srl, CARL BENZINGER GmbH, BERGAMINI Srl, ROBBI GROUP Srl, IMSA S.R.L, WEILER Werkzeugmaschinen GmbH",https://www.maktekfuari.com/en/exhibitor-list?page=4,https://www.maktekfuari.com/en/brand/alfleth-engineering-ag
ALKA MAKİNA OTO İNŞ. ELK. İTH. İHR. SAN. VE DIŞ TİC. LTD. ŞTİ.,Türki̇ye,11,1177,BİAX PROFESSİONAL POWER,,https://www.maktekfuari.com/en/exhibitor-list?page=4,https://www.maktekfuari.com/en/brand/alka-makina-oto-ins-elk-ith-ihr-san-ve-dis-tic-ltd-sti
ALPHA LASER GMBH,Germany,3,310,,,https://www.maktekfuari.com/en/exhibitor-list?page=4,https://www.maktekfuari.com/en/brand/alpha-laser-gmbh
ALTERNATİF RULMAN A.Ş.,Türki̇ye,6,622,,ABM - ADVANCED BEARING,https://www.maktekfuari.com/en/exhibitor-list?page=4,https://www.maktekfuari.com/en/brand/alternatif-rulman-as
Alzmetall,Germany,7,701 Hall: 7 Booth: 703,,,https://www.maktekfuari.com/en/exhibitor-list?page=4,https://www.maktekfuari.com/en/brand/alzmetall
AMOB S.A.,Portugal,2,219,,,https://www.maktekfuari.com/en/exhibitor-list?page=4,https://www.maktekfuari.com/en/brand/amob-sa
"AN ANHUI SUNTAY HEAVY INDUSTRIES & MECHANICAL MANUFACTURE CO., LTD.",Türki̇ye,12A,77C,,,https://www.maktekfuari.com/en/exhibitor-list?page=5,https://www.maktekfuari.com/en/brand/anhui-suntay-heavy-industries-mechanical-manufacture-co-ltd
ANCA TURKEY CNC MAKİNE LTD.ŞTİ.,Türki̇ye,11,1115,,CemeCon AG,https://www.maktekfuari.com/en/exhibitor-list?page=4,https://www.maktekfuari.com/en/brand/anca-turkey-cnc-makine-ltdsti
ANDREAS MAIER GmbH & Co. KG,Germany,11,1135,,,https://www.maktekfuari.com/en/exhibitor-list?page=4,https://www.maktekfuari.com/en/brand/andreas-maier-gmbh-co-kg
"ANHUI LIYUAN CNC BLADE MOLD MANUFACTURING CO., LTD.",China,12A,60C,LYNCCN,,https://www.maktekfuari.com/en/exhibitor-list?page=5,https://www.maktekfuari.com/en/brand/anhui-liyuan-cnc-blade-mold-manufacturing-co-ltd
"ANHUI PRIMACON INTELLIGENT EQUIPMENT CO.,LTD.",China,12A,78D,PRIMACON,,https://www.maktekfuari.com/en/exhibitor-list?page=5,https://www.maktekfuari.com/en/brand/anhui-primacon-intelligent-equipment-coltd
"Ann Way Machine Tools Co., Ltd.",Tayvan,12A,25,,,https://www.maktekfuari.com/en/exhibitor-list?page=5,https://www.maktekfuari.com/en/brand/ann-way-machine-tools-co-ltd
"ANYANG XINGHE INDUSTRIAL EQUIPMENT CO.,LTD.",China,12A,71C,Xing He,,https://www.maktekfuari.com/en/exhibitor-list?page=5,https://www.maktekfuari.com/en/brand/anyang-xinghe-industrial-equipment-coltd
Appsilon B.V.,Netherlands,11,1134,,,https://www.maktekfuari.com/en/exhibitor-list?page=5,https://www.maktekfuari.com/en/brand/appsilon-bv
APPSİLON İLERİ MALZEMELER DANŞ. SAN. VE TİC. A.Ş.,Türki̇ye,11,1134,Appsilon,Appsilon B.V.,https://www.maktekfuari.com/en/exhibitor-list?page=5,https://www.maktekfuari.com/en/brand/appsilon-ileri-malzemeler-dans-san-ve-tic-as
AR Filtazioni S.R.L.,Italy,6,613,,,https://www.maktekfuari.com/en/exhibitor-list?page=5,https://www.maktekfuari.com/en/brand/ar-filtazioni-srl
ARAN MAKİNA SAN.VE TİC. AHMET ARMUTÇUOĞLU,Türki̇ye,4,406,,ZMM SLIVEN BULGARIA,https://www.maktekfuari.com/en/exhibitor-list?page=5,https://www.maktekfuari.com/en/brand/aran-makina-sanve-tic-ahmet-armutcuoglu
Ares Seiki,Tayvan,7,701 Hall: 7 Booth: 703,,,https://www.maktekfuari.com/en/exhibitor-list?page=5,https://www.maktekfuari.com/en/brand/ares-seiki
ARI MAKİNA TAKIM TEZGAHLARI SAN.VE TİC.LTD.ŞTİ.,Türki̇ye,7,711,,"Joen Lih Machinery Co., Ltd., Xiamen Yangsen NC Equipment Joint Stock Co. Ltd.",https://www.maktekfuari.com/en/exhibitor-list?page=5,https://www.maktekfuari.com/en/brand/ari-makina-takim-tezgahlari-sanve-ticltdsti
"ARIX CNC MACHINES CO., LTD.",Tayvan,7,701 Hall: 7 Booth: 703,,,https://www.maktekfuari.com/en/exhibitor-list?page=6,https://www.maktekfuari.com/en/brand/arix-cnc-machines-co-ltd
ARİF ALAÇAM RULMAN TİC. VE SAN. LTD. ŞTİ.,Türki̇ye,9,908,ROLI,"NTN, SNR, OPTIBELT",https://www.maktekfuari.com/en/exhibitor-list?page=5,https://www.maktekfuari.com/en/brand/arif-alacam-rulman-tic-ve-san-ltd-sti
ARKU MASCHINENBAU GMBH,Germany,2,217,,,https://www.maktekfuari.com/en/exhibitor-list?page=6,https://www.maktekfuari.com/en/brand/arku-maschinenbau-gmbh
ARMADA YAZILIM A.Ş.,Türki̇ye,12,1205,,,https://www.maktekfuari.com/en/exhibitor-list?page=6,https://www.maktekfuari.com/en/brand/armada-yazilim-as
ARP TEKNİK MAKİNA SAN. VE TİC. LTD.ŞTİ,Türki̇ye,11,1174B,,"TBT Tiefbohrtechnik GmbH + Co, BTA-Tiefbohrsysteme",https://www.maktekfuari.com/en/exhibitor-list?page=6,https://www.maktekfuari.com/en/brand/arp-teknik-makina-san-ve-tic-ltdsti
ASC Process Systems,United States,5,508,,,https://www.maktekfuari.com/en/exhibitor-list?page=6,https://www.maktekfuari.com/en/brand/asc-process-systems
ASIMETO,Canada,11,1148A,,,https://www.maktekfuari.com/en/exhibitor-list?page=6,https://www.maktekfuari.com/en/brand/asimeto
Assfalg GmbH,Germany,12A,13B,,,https://www.maktekfuari.com/en/exhibitor-list?page=6,https://www.maktekfuari.com/en/brand/assfalg-gmbh
ASTES4 SA,Italy,3,310,,,https://www.maktekfuari.com/en/exhibitor-list?page=6,https://www.maktekfuari.com/en/brand/astes4-sa
ASTOR KONVEYÖR SİSTEMLERİ METAL MAKİNA ELEKTRİK OTOMASYON SAN. VE TİC. LTD. ŞTİ.,Türki̇ye,9,915,"Mist ZERO, Sludge ZERO, Cooling ZERO, Chip ZERO",FILTERMIST,https://www.maktekfuari.com/en/exhibitor-list?page=6,https://www.maktekfuari.com/en/brand/astor-konveyor-sistemleri-metal-makina-elektrik-otomasyon-san-ve-tic-ltd-sti
AT ATLIER RULMANCILIK ENDÜSTRİYEL EKİPMAN TİCARET VE SANAYİ LİMİTED ŞİRKETİ,Türki̇ye,6,618,,,https://www.maktekfuari.com/en/exhibitor-list?page=7,https://www.maktekfuari.com/en/brand/atlier-rulmancilik-endustriyel-ekipman-ticaret-ve-sanayi-limited-sirketi
ATİK ENDÜSTRİYEL KAY. TEKN. SAN. VE TİC. A. Ş.,Türki̇ye,1,110,,BERND SIGMUND GMBH,https://www.maktekfuari.com/en/exhibitor-list?page=6,https://www.maktekfuari.com/en/brand/atik-endustriyel-kay-tekn-san-ve-tic-a-s
ATLAS CNC MAKİNA TİCARET AŞ,Türki̇ye,3,310,"ALPHA LASER GMBH, RAS Reinhardt Maschinenbau GmbH, SAFAN DARLEY B.V., TIMESAVERS B.V., MITSUBISHI ASTES 4, LANHAO INTELLIGENT TECHNOLOGY, HBS, PIVATIC OY, RESATO INTENATIONAL B.V, HGIT, GSC, SONGU LASER, WILA BV, UKB, KETEC, REEGAO INTELLIGENT EQUIPMANTS","RAS REINHARDT MASCHINEBAU GMBH, LANHAO TECH- Nanjing Lanhao Intelligent Technology Co.,Ltd., TIMESAVERS INTERNATIONAL BV, MURATEC, MITSUBISHI ELECTRIC EUROPE B.V, ASTES4 SA, RESATO HPT, ALPHA LASER GMBH, Suzhou Han\\\\ s Songu Intelligent Equipment Co.,Ltd, GSC, KASTO MASCHINEBAU GMBH, SUNMASTER, NS MAQUINAS Industriais, Lda., HGIT, HBS TECH.,CO., PIVATIC OY, SAFANDARLEY B.V, LANHAO TECH- Nanjing Lanhao Intelligent Technology Co.,Ltd., MARKSMAN JEIL MTECH CO.,LTD., REEGAO Intelligent Equipment CO.,LTD",https://www.maktekfuari.com/en/exhibitor-list?page=6,https://www.maktekfuari.com/en/brand/atlas-cnc-makina-ticaret-as
ATLAS İTHALAT İHR.TİC.LTD.ŞTİ.,Türki̇ye,9,905B,,,https://www.maktekfuari.com/en/exhibitor-list?page=6,https://www.maktekfuari.com/en/brand/atlas-ithalat-ihrticltdsti
Atling Steady Rest,Sweden,11,1111,,,https://www.maktekfuari.com/en/exhibitor-list?page=7,https://www.maktekfuari.com/en/brand/atling-steady-rest
Autoblok S.p.A.,Italy,11,1124,,,https://www.maktekfuari.com/en/exhibitor-list?page=7,https://www.maktekfuari.com/en/brand/autoblok-spa
AVABIS DANIŞMANLIK VE TİC. LTD. ŞTİ.,Türki̇ye,12A,10A,,,https://www.maktekfuari.com/en/exhibitor-list?page=7,https://www.maktekfuari.com/en/brand/avabis-danismanlik-ve-tic-ltd-sti
AXILE,Tayvan,8,805,,,https://www.maktekfuari.com/en/exhibitor-list?page=7,https://www.maktekfuari.com/en/brand/axile
AYD KURUMSAL TEKNİK VE NÜKLEER HİZMETLER DANIŞMANLIK TİC. LTD. ŞTİ.,Türki̇ye,6,617,,"SGM srl New TEM, HÖCKH Metall-Reinigungsanlagen GmbH",https://www.maktekfuari.com/en/exhibitor-list?page=7,https://www.maktekfuari.com/en/brand/ayd-kurumsal-teknik-ve-nukleer-hizmetler-danismanlik-tic-ltd-sti
AZ spa,Italy,11,1129,,,https://www.maktekfuari.com/en/exhibitor-list?page=7,https://www.maktekfuari.com/en/brand/az-spa
AZE OTOMASYON EĞİTİM VE DANIŞMANLIK AŞ,Türki̇ye,6,601,"AZEPAS, AZEPAS","METROLOGIC DSC, STEINMEYER Test ve Kalibrasyon Sistemleri",https://www.maktekfuari.com/en/exhibitor-list?page=7,https://www.maktekfuari.com/en/brand/aze-otomasyon-egitim-ve-danismanlik-as
B.L.M. GROUP,Italy,2,210,,,https://www.maktekfuari.com/en/exhibitor-list?page=7,https://www.maktekfuari.com/en/brand/blm-group
BAOJI MACHINERY,Tayvan,4,403,,,https://www.maktekfuari.com/en/exhibitor-list?page=7,https://www.maktekfuari.com/en/brand/baoji-machinery
BARIŞ POLİMER SAN. İTH. İHR. END. VE TİC. LTD. ŞTİ.,Türki̇ye,11,1181,"STARTOOL, SYIC SHIN-YAIN, HALDER, HAM PRAZISION, RINECK, BRAUER","STARTOOL, SHIN YAIN, HALDER, HAM TOOLS, RINECK",https://www.maktekfuari.com/en/exhibitor-list?page=7,https://www.maktekfuari.com/en/brand/baris-polimer-san-ith-ihr-end-ve-tic-ltd-sti
"BARLOAD MACHINE CO.,LTD.",Tayvan,5,513,,,https://www.maktekfuari.com/en/exhibitor-list?page=7,https://www.maktekfuari.com/en/brand/barload-machine-coltd
BARTEKNİK MAKİNA SERVİS & SERVİS ÇUBUK SÜRÜCÜ SİSTEMLERİ SAN. TİC. LTD. ŞTİ.,Türki̇ye,9,916,BARTEKNİK MAKİNA,,https://www.maktekfuari.com/en/exhibitor-list?page=8,https://www.maktekfuari.com/en/brand/barteknik-makina-servis-servis-cubuk-surucu-sistemleri-san-tic-ltd-sti
BAYKAL GmbH,Germany,3,314,,,https://www.maktekfuari.com/en/exhibitor-list?page=8,https://www.maktekfuari.com/en/brand/baykal-gmbh
BAYKAL MAKİNA SAN. VE TİC. A. Ş.,Türki̇ye,3,314,Baykal,BAYKAL GmbH,https://www.maktekfuari.com/en/exhibitor-list?page=8,https://www.maktekfuari.com/en/brand/baykal-makina-san-ve-tic-a-s
BAYSEL MAKİNA SANAYİ VE TİC. LTD. ŞTİ.,Türki̇ye,5,513,,"JINN FA MACHINE INDUSTRIAL CO., LTD., BARLOAD MACHINE CO.,LTD.",https://www.maktekfuari.com/en/exhibitor-list?page=8,https://www.maktekfuari.com/en/brand/baysel-makina-sanayi-ve-tic-ltd-sti
BAŞARANLAR CNC MAKİNA TAKIM SAN. VE TİC. LTD. ŞTİ.,Türki̇ye,11,1169,"Hasstak, Hassbara",,https://www.maktekfuari.com/en/exhibitor-list?page=8,https://www.maktekfuari.com/en/brand/basaranlar-cnc-makina-takim-san-ve-tic-ltd-sti
BBEND MAKİNA İTHALAT İHRACAT SAN. EV TİC. LTD. ŞTİ.,Türki̇ye,1,106,BBEND MAKİNA,,https://www.maktekfuari.com/en/exhibitor-list?page=8,https://www.maktekfuari.com/en/brand/bbend-makina-ithalat-ihracat-san-ev-tic-ltd-sti
"BD BDF MACHINERY TECHNOLOGY (CHANGZHOU) CO., LTD.",Türki̇ye,12A,81C,,,https://www.maktekfuari.com/en/exhibitor-list?page=8,https://www.maktekfuari.com/en/brand/bdf-machinery-technology-changzhou-co-ltd
BEHRINGER,Germany,3,317A,,,https://www.maktekfuari.com/en/exhibitor-list?page=8,https://www.maktekfuari.com/en/brand/behringer
BEHRINGER EISELE,Germany,3,317A,,,https://www.maktekfuari.com/en/exhibitor-list?page=8,https://www.maktekfuari.com/en/brand/behringer-eisele
BEIJING DIAMOND NUMERICAL CONTROL TECHNOLOGY LTD.,China,12A,59E,,,https://www.maktekfuari.com/en/exhibitor-list?page=8,https://www.maktekfuari.com/en/brand/beijing-diamond-numerical-control-technology-ltd
"BEIJING JINGDIAO GROUP CO., LTD.",China,5,503 B,,,https://www.maktekfuari.com/en/exhibitor-list?page=8,https://www.maktekfuari.com/en/brand/beijing-jingdiao-group-co-ltd
"BEIJING WORLDIA DIAMOND TOOLS CO.,LTD.",China,9,904A,WORLDIA,WORLDIA TURKEY KESİCİ TAKIMLAR LTD. ŞTİ.,https://www.maktekfuari.com/en/exhibitor-list?page=8,https://www.maktekfuari.com/en/brand/beijing-worldia-diamond-tools-coltd
BEKA-MAK MAKİNA SANAYİ VE TİC. A. Ş.,Türki̇ye,1,105,BEKAMAK,,https://www.maktekfuari.com/en/exhibitor-list?page=9,https://www.maktekfuari.com/en/brand/beka-mak-makina-sanayi-ve-tic-a-s
Belotti,Italy,12,1208A,,,https://www.maktekfuari.com/en/exhibitor-list?page=9,https://www.maktekfuari.com/en/brand/belotti
BEM MAKİNE MÜHENDİSLİK DIŞ TİCARET PAZARLAMA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Türki̇ye,10,1008,"KIRA, tokio, SHOWA TOOL, HANSONG, W.T.I. FASTENERS","SHOWA TOOL, HAN SONG, W.T.I. Fasteners Ltd, tokio, KIRA",https://www.maktekfuari.com/en/exhibitor-list?page=9,https://www.maktekfuari.com/en/brand/bem-makine-muhendislik-dis-ticaret-pazarlama-sanayi-ve-ticaret-limited-sirketi
Benz GmbH,Germany,11,1133,,,https://www.maktekfuari.com/en/exhibitor-list?page=9,https://www.maktekfuari.com/en/brand/benz-gmbh
BERGAMINI Srl,Italy,9,904F,,,https://www.maktekfuari.com/en/exhibitor-list?page=9,https://www.maktekfuari.com/en/brand/bergamini-srl
BERİL ENDÜSTRİYEL ÜRÜNLER MÜHENDİSLİK TİC. LTD. ŞTİ.,Türki̇ye,11,1105,,GREENLEAF CORPORATION,https://www.maktekfuari.com/en/exhibitor-list?page=9,https://www.maktekfuari.com/en/brand/beril-endustriyel-urunler-muhendislik-tic-ltd-sti
BERK GAZ KİMYA ENERJİ SAN. TİC.LTD.ŞTİ,Türki̇ye,11A,10B,BERK GAZ KİMYA ENERJİ SAN. TİC. LTD. ŞTİ.,,https://www.maktekfuari.com/en/exhibitor-list?page=9,https://www.maktekfuari.com/en/brand/berk-gaz-kimya-enerji-san-ticltdsti
BERND SIGMUND GMBH,Germany,1,110,,,https://www.maktekfuari.com/en/exhibitor-list?page=9,https://www.maktekfuari.com/en/brand/bernd-sigmund-gmbh
BERT OKE SERT MADEN SAN. VE TİC. LTD.ŞTİ.,Türki̇ye,11,1148B,OKE,,https://www.maktekfuari.com/en/exhibitor-list?page=9,https://www.maktekfuari.com/en/brand/bert-oke-sert-maden-san-ve-tic-ltdsti
BEST CNC TAKIM TEZGAHLARI SAN.TİC.LTD.ŞTİ.,Türki̇ye,9,906,,"A-RYUNG, YOUNGCHANG, SAMCHULLY, EXACT",https://www.maktekfuari.com/en/exhibitor-list?page=9,https://www.maktekfuari.com/en/brand/best-cnc-takim-tezgahlari-santicltdsti
Best Gmbh,Germany,11,1156,,,https://www.maktekfuari.com/en/exhibitor-list?page=9,https://www.maktekfuari.com/en/brand/best-gmbh
"BETTER PRECISION TOOLS CO.,LTD",China,12A,67C-1,"LION CBD, BETTER",,https://www.maktekfuari.com/en/exhibitor-list?page=9,https://www.maktekfuari.com/en/brand/better-precision-tools-coltd
BIEL MAKİNE SANAYİ VE TİCARET A.Ş.,Türki̇ye,11A,35,BIEL MAKİNE A.Ş,DNE LASER,https://www.maktekfuari.com/en/exhibitor-list?page=10,https://www.maktekfuari.com/en/brand/biel-makine-sanayi-ve-ticaret-as
"BIG DAISHOWA Co.,Ltd.",Japan,11,1123,,,https://www.maktekfuari.com/en/exhibitor-list?page=10,https://www.maktekfuari.com/en/brand/big-daishowa-coltd
BISON BİAL S.A,Poland,11,1163,,,https://www.maktekfuari.com/en/exhibitor-list?page=10,https://www.maktekfuari.com/en/brand/bison-bial-sa
BISON S.A.,Poland,11,1148A,,,https://www.maktekfuari.com/en/exhibitor-list?page=10,https://www.maktekfuari.com/en/brand/bison-sa
BİEM LASER MAKİNA VE OTOMASYON SAN. TİC. LTD. ŞTİ.,Türki̇ye,12A,17,,,https://www.maktekfuari.com/en/exhibitor-list?page=10,https://www.maktekfuari.com/en/brand/biem-laser-makina-ve-otomasyon-san-tic-ltd-sti
BİEN AKADEMİ EĞİTİM ORGANİZASYON VE TURİZM LTD. ŞTİ.,Türki̇ye,9,911,,,https://www.maktekfuari.com/en/exhibitor-list?page=10,https://www.maktekfuari.com/en/brand/bien-akademi-egitim-organizasyon-ve-turizm-ltd-sti
BİLGİN MEKATRONİK MAK. SAN. TİC. LTD. ŞTİ.,Türki̇ye,9,917,,,https://www.maktekfuari.com/en/exhibitor-list?page=10,https://www.maktekfuari.com/en/brand/bilgin-mekatronik-mak-san-tic-ltd-sti
